pedido_id,producto_id,cantidad,precio_unitario,total_producto
104,1207,1,3902.84,3902.84
105,903,1,4147.26,4147.26
105,902,1,3127.27,3127.27
106,1008,1,3228.1,3228.1
107,309,1,2296.15,2296.15
107,310,1,3120.17,3120.17
108,906,1,2011.01,2011.01
109,1808,1,4007.55,4007.55
110,910,1,1234.63,1234.63
111,609,1,2246.95,2246.95
112,1907,1,3229.82,3229.82
112,1908,1,3892.84,3892.84
112,1903,1,2242.54,2242.54
113,2001,1,2948.54,2948.54
113,2002,1,3598.42,3598.42
114,908,1,1076.95,1076.95
114,906,1,2011.01,2011.01
115,1505,1,4545.86,4545.86
115,1501,1,3835.32,3835.32
116,2008,1,4840.87,4840.87
116,2003,1,3408.93,3408.93
117,1904,1,3971.86,3971.86
117,1909,1,773.53,773.53
118,1008,1,3228.1,3228.1
119,303,1,1518.77,1518.77
119,308,1,3191.58,3191.58
120,1207,1,3902.84,3902.84
121,1207,1,3902.84,3902.84
121,1204,1,3687.04,3687.04
121,1202,1,3345.06,3345.06
122,1608,1,4395.55,4395.55
123,808,1,4346.71,4346.71
123,802,1,3532.64,3532.64
123,809,1,3591.88,3591.88
124,1107,1,2977.86,2977.86
124,1106,1,3418.45,3418.45
125,409,1,2480.97,2480.97
126,1802,1,875.92,875.92
127,1607,1,2791.5,2791.5
127,1604,1,1647.86,1647.86
128,1003,1,2996.95,2996.95
128,1010,1,1035.63,1035.63
129,1001,1,1473.12,1473.12
129,1002,1,3587.52,3587.52
129,1006,1,2912.78,2912.78
130,1406,1,1232.1,1232.1
131,1508,1,4562.2,4562.2
131,1504,1,4027.86,4027.86
131,1503,1,1772.07,1772.07
132,1506,1,1130.52,1130.52
132,1501,1,3835.32,3835.32
132,1508,1,4562.2,4562.2
133,1301,1,3993.25,3993.25
133,1305,1,3970.1,3970.1
133,1309,1,4001.42,4001.42
134,204,1,2910.38,2910.38
135,1403,1,4215.06,4215.06
135,1408,1,3726.67,3726.67
135,1406,1,1232.1,1232.1
136,1001,1,1473.12,1473.12
137,604,1,4326.67,4326.67
138,302,1,4094.34,4094.34
138,308,1,3191.58,3191.58
138,305,1,2879.27,2879.27
139,101,1,2032.62,2032.62
139,105,1,2074.83,2074.83
139,106,1,4259.31,4259.31
140,1310,1,3335.35,3335.35
140,1306,1,962.64,962.64
141,803,1,1086.08,1086.08
141,804,1,1695.63,1695.63
142,1504,1,4027.86,4027.86
142,1505,1,4545.86,4545.86
142,1506,1,1130.52,1130.52
143,303,1,1518.77,1518.77
144,1202,1,3345.06,3345.06
145,1301,1,3993.25,3993.25
145,1306,1,962.64,962.64
145,1308,1,1288.96,1288.96
146,1807,1,1574.08,1574.08
146,1802,1,875.92,875.92
146,1809,1,3170.41,3170.41
147,603,1,4150.51,4150.51
148,1308,1,1288.96,1288.96
148,1310,1,3335.35,3335.35
148,1303,1,4791.21,4791.21
149,508,1,4453.14,4453.14
149,505,1,3920.32,3920.32
150,508,1,4453.14,4453.14
151,1903,1,2242.54,2242.54
151,1902,1,3262.94,3262.94
151,1909,1,773.53,773.53
152,1305,1,3970.1,3970.1
153,204,1,2910.38,2910.38
154,205,1,3650.06,3650.06
154,204,1,2910.38,2910.38
155,308,1,3191.58,3191.58
155,305,1,2879.27,2879.27
155,302,1,4094.34,4094.34
156,809,1,3591.88,3591.88
157,1204,1,3687.04,3687.04
157,1206,1,4984.67,4984.67
158,408,1,3344.81,3344.81
158,410,1,3634.12,3634.12
158,403,1,4389.21,4389.21
159,707,1,3059.99,3059.99
160,1306,1,962.64,962.64
160,1305,1,3970.1,3970.1
161,1009,1,1146.89,1146.89
162,1107,1,2977.86,2977.86
163,305,1,2879.27,2879.27
163,309,1,2296.15,2296.15
163,306,1,4809.36,4809.36
164,1002,1,3587.52,3587.52
164,1006,1,2912.78,2912.78
165,310,1,3120.17,3120.17
165,308,1,3191.58,3191.58
166,302,1,4094.34,4094.34
166,308,1,3191.58,3191.58
166,305,1,2879.27,2879.27
167,1103,1,4175.85,4175.85
167,1105,1,4036.63,4036.63
167,1106,1,3418.45,3418.45
168,604,1,4326.67,4326.67
168,606,1,1213.74,1213.74
169,804,1,1695.63,1695.63
169,803,1,1086.08,1086.08
169,807,1,3018.18,3018.18
170,708,1,1070.28,1070.28
171,302,1,4094.34,4094.34
171,303,1,1518.77,1518.77
171,309,1,2296.15,2296.15
172,206,1,2809.44,2809.44
172,204,1,2910.38,2910.38
172,201,1,4394.81,4394.81
173,1908,1,3892.84,3892.84
174,204,1,2910.38,2910.38
175,1802,1,875.92,875.92
175,1810,1,4556.66,4556.66
176,1410,1,2548.95,2548.95
176,1409,1,2324.63,2324.63
177,2009,1,3121.17,3121.17
178,1201,1,2350.76,2350.76
178,1206,1,4984.67,4984.67
178,1210,1,3383.16,3383.16
179,2003,1,3408.93,3408.93
179,2006,1,2887.5,2887.5
180,704,1,4554.36,4554.36
180,705,1,2538.98,2538.98
181,301,1,1008.07,1008.07
181,306,1,4809.36,4809.36
182,1207,1,3902.84,3902.84
182,1204,1,3687.04,3687.04
183,710,1,3321.37,3321.37
183,703,1,4240.62,4240.62
183,706,1,4247.5,4247.5
184,809,1,3591.88,3591.88
185,505,1,3920.32,3920.32
185,510,1,3746.72,3746.72
185,509,1,1930.11,1930.11
186,302,1,4094.34,4094.34
187,1010,1,1035.63,1035.63
187,1002,1,3587.52,3587.52
187,1006,1,2912.78,2912.78
188,1107,1,2977.86,2977.86
188,1104,1,3429.75,3429.75
189,603,1,4150.51,4150.51
189,606,1,1213.74,1213.74
189,602,1,2419.05,2419.05
190,2005,1,2228.54,2228.54
191,308,1,3191.58,3191.58
192,1908,1,3892.84,3892.84
193,407,1,3410.16,3410.16
193,406,1,4084.06,4084.06
193,403,1,4389.21,4389.21
194,306,1,4809.36,4809.36
194,303,1,1518.77,1518.77
194,309,1,2296.15,2296.15
195,102,1,2803.33,2803.33
195,106,1,4259.31,4259.31
196,1503,1,1772.07,1772.07
196,1501,1,3835.32,3835.32
197,110,1,1227.79,1227.79
197,106,1,4259.31,4259.31
197,101,1,2032.62,2032.62
198,1903,1,2242.54,2242.54
198,1902,1,3262.94,3262.94
198,1910,1,1459.75,1459.75
199,1004,1,3790.9,3790.9
199,1008,1,3228.1,3228.1
199,1005,1,1416.14,1416.14
200,808,1,4346.71,4346.71
200,807,1,3018.18,3018.18
201,1307,1,3964.57,3964.57
201,1306,1,962.64,962.64
201,1305,1,3970.1,3970.1
202,1605,1,2384.43,2384.43
203,108,1,4860.8,4860.8
203,107,1,1206.94,1206.94
204,902,1,3127.27,3127.27
204,908,1,1076.95,1076.95
205,1004,1,3790.9,3790.9
205,1009,1,1146.89,1146.89
205,1002,1,3587.52,3587.52
206,107,1,1206.94,1206.94
206,109,1,1454.3,1454.3
206,108,1,4860.8,4860.8
207,1506,1,1130.52,1130.52
207,1508,1,4562.2,4562.2
207,1504,1,4027.86,4027.86
208,404,1,1430.34,1430.34
208,401,1,3356.73,3356.73
209,1604,1,1647.86,1647.86
209,1605,1,2384.43,2384.43
210,302,1,4094.34,4094.34
210,306,1,4809.36,4809.36
210,310,1,3120.17,3120.17
211,1508,1,4562.2,4562.2
211,1505,1,4545.86,4545.86
212,508,1,4453.14,4453.14
212,503,1,4197.81,4197.81
213,101,1,2032.62,2032.62
213,106,1,4259.31,4259.31
213,109,1,1454.3,1454.3
214,203,1,3572.78,3572.78
214,208,1,4694.22,4694.22
214,202,1,4921.05,4921.05
215,401,1,3356.73,3356.73
216,506,1,1320.62,1320.62
216,501,1,3043.32,3043.32
216,505,1,3920.32,3920.32
217,1705,1,1549.01,1549.01
217,1707,1,1956.42,1956.42
217,1701,1,1416.67,1416.67
218,504,1,2958.12,2958.12
218,510,1,3746.72,3746.72
218,509,1,1930.11,1930.11
219,605,1,3363.29,3363.29
219,601,1,3024.91,3024.91
220,206,1,2809.44,2809.44
221,1808,1,4007.55,4007.55
222,909,1,1364.03,1364.03
222,910,1,1234.63,1234.63
223,201,1,4394.81,4394.81
224,1710,1,3115.43,3115.43
224,1709,1,3319.66,3319.66
225,1108,1,4021.08,4021.08
225,1110,1,3349.22,3349.22
225,1104,1,3429.75,3429.75
226,408,1,3344.81,3344.81
226,404,1,1430.34,1430.34
226,406,1,4084.06,4084.06
227,109,1,1454.3,1454.3
227,108,1,4860.8,4860.8
228,2008,1,4840.87,4840.87
228,2002,1,3598.42,3598.42
228,2007,1,2641.9,2641.9
229,2009,1,3121.17,3121.17
229,2007,1,2641.9,2641.9
229,2006,1,2887.5,2887.5
230,910,1,1234.63,1234.63
230,907,1,3063.05,3063.05
231,610,1,2711.29,2711.29
231,606,1,1213.74,1213.74
231,601,1,3024.91,3024.91
232,407,1,3410.16,3410.16
233,1302,1,3366.99,3366.99
234,1709,1,3319.66,3319.66
235,1010,1,1035.63,1035.63
235,1005,1,1416.14,1416.14
236,206,1,2809.44,2809.44
236,202,1,4921.05,4921.05
237,1709,1,3319.66,3319.66
238,1309,1,4001.42,4001.42
238,1306,1,962.64,962.64
238,1303,1,4791.21,4791.21
239,1303,1,4791.21,4791.21
239,1307,1,3964.57,3964.57
240,1410,1,2548.95,2548.95
241,1001,1,1473.12,1473.12
241,1004,1,3790.9,3790.9
242,706,1,4247.5,4247.5
242,710,1,3321.37,3321.37
243,1501,1,3835.32,3835.32
244,209,1,1354.11,1354.11
244,204,1,2910.38,2910.38
244,205,1,3650.06,3650.06
245,1302,1,3366.99,3366.99
246,209,1,1354.11,1354.11
247,709,1,3979.05,3979.05
248,310,1,3120.17,3120.17
249,2002,1,3598.42,3598.42
249,2006,1,2887.5,2887.5
250,902,1,3127.27,3127.27
251,1408,1,3726.67,3726.67
251,1407,1,1181.01,1181.01
251,1402,1,2426.96,2426.96
252,1307,1,3964.57,3964.57
253,1006,1,2912.78,2912.78
254,203,1,3572.78,3572.78
254,205,1,3650.06,3650.06
254,209,1,1354.11,1354.11
255,606,1,1213.74,1213.74
255,607,1,1236.91,1236.91
255,602,1,2419.05,2419.05
256,2007,1,2641.9,2641.9
257,205,1,3650.06,3650.06
257,201,1,4394.81,4394.81
258,603,1,4150.51,4150.51
258,604,1,4326.67,4326.67
259,402,1,4440.97,4440.97
260,2009,1,3121.17,3121.17
260,2004,1,1537.11,1537.11
261,905,1,4741.11,4741.11
261,910,1,1234.63,1234.63
261,907,1,3063.05,3063.05
262,1106,1,3418.45,3418.45
263,1210,1,3383.16,3383.16
263,1207,1,3902.84,3902.84
263,1202,1,3345.06,3345.06
264,401,1,3356.73,3356.73
264,404,1,1430.34,1430.34
264,407,1,3410.16,3410.16
265,204,1,2910.38,2910.38
266,1501,1,3835.32,3835.32
266,1507,1,3248.33,3248.33
266,1506,1,1130.52,1130.52
267,1503,1,1772.07,1772.07
267,1506,1,1130.52,1130.52
268,1610,1,1868.93,1868.93
269,605,1,3363.29,3363.29
270,2007,1,2641.9,2641.9
271,910,1,1234.63,1234.63
272,2010,1,4107.47,4107.47
272,2008,1,4840.87,4840.87
272,2001,1,2948.54,2948.54
273,1004,1,3790.9,3790.9
273,1006,1,2912.78,2912.78
274,1302,1,3366.99,3366.99
274,1309,1,4001.42,4001.42
274,1304,1,3431.27,3431.27
275,707,1,3059.99,3059.99
276,410,1,3634.12,3634.12
276,404,1,1430.34,1430.34
277,1309,1,4001.42,4001.42
278,909,1,1364.03,1364.03
278,908,1,1076.95,1076.95
279,306,1,4809.36,4809.36
279,303,1,1518.77,1518.77
280,1407,1,1181.01,1181.01
281,704,1,4554.36,4554.36
282,308,1,3191.58,3191.58
283,804,1,1695.63,1695.63
283,809,1,3591.88,3591.88
283,808,1,4346.71,4346.71
284,809,1,3591.88,3591.88
284,810,1,1639.62,1639.62
285,1904,1,3971.86,3971.86
285,1903,1,2242.54,2242.54
286,301,1,1008.07,1008.07
286,309,1,2296.15,2296.15
287,1708,1,1364.71,1364.71
287,1705,1,1549.01,1549.01
288,702,1,1963.01,1963.01
288,703,1,4240.62,4240.62
289,1702,1,2615.56,2615.56
290,1702,1,2615.56,2615.56
290,1704,1,1022.79,1022.79
291,708,1,1070.28,1070.28
291,703,1,4240.62,4240.62
292,902,1,3127.27,3127.27
292,906,1,2011.01,2011.01
292,907,1,3063.05,3063.05
293,1808,1,4007.55,4007.55
294,1408,1,3726.67,3726.67
295,1806,1,3848.03,3848.03
296,606,1,1213.74,1213.74
297,907,1,3063.05,3063.05
298,201,1,4394.81,4394.81
299,2006,1,2887.5,2887.5
299,2008,1,4840.87,4840.87
300,1809,1,3170.41,3170.41
300,1808,1,4007.55,4007.55
301,408,1,3344.81,3344.81
302,204,1,2910.38,2910.38
303,205,1,3650.06,3650.06
303,206,1,2809.44,2809.44
303,209,1,1354.11,1354.11
304,1507,1,3248.33,3248.33
305,808,1,4346.71,4346.71
306,804,1,1695.63,1695.63
306,802,1,3532.64,3532.64
306,803,1,1086.08,1086.08
307,1905,1,1960.29,1960.29
308,507,1,4238.21,4238.21
308,505,1,3920.32,3920.32
309,1501,1,3835.32,3835.32
309,1503,1,1772.07,1772.07
309,1506,1,1130.52,1130.52
310,908,1,1076.95,1076.95
310,905,1,4741.11,4741.11
311,201,1,4394.81,4394.81
311,204,1,2910.38,2910.38
311,209,1,1354.11,1354.11
312,1110,1,3349.22,3349.22
313,1206,1,4984.67,4984.67
314,905,1,4741.11,4741.11
315,1404,1,4216.62,4216.62
316,1610,1,1868.93,1868.93
316,1603,1,1270.64,1270.64
317,109,1,1454.3,1454.3
318,1503,1,1772.07,1772.07
318,1501,1,3835.32,3835.32
319,110,1,1227.79,1227.79
319,107,1,1206.94,1206.94
319,101,1,2032.62,2032.62
320,1105,1,4036.63,4036.63
320,1106,1,3418.45,3418.45
321,1501,1,3835.32,3835.32
322,1806,1,3848.03,3848.03
322,1804,1,2743.26,2743.26
322,1803,1,3326.89,3326.89
323,1005,1,1416.14,1416.14
324,2007,1,2641.9,2641.9
325,106,1,4259.31,4259.31
326,1002,1,3587.52,3587.52
327,1908,1,3892.84,3892.84
327,1903,1,2242.54,2242.54
327,1909,1,773.53,773.53
328,2002,1,3598.42,3598.42
329,908,1,1076.95,1076.95
330,407,1,3410.16,3410.16
330,402,1,4440.97,4440.97
330,408,1,3344.81,3344.81
331,807,1,3018.18,3018.18
331,805,1,2540.63,2540.63
331,809,1,3591.88,3591.88
332,509,1,1930.11,1930.11
332,506,1,1320.62,1320.62
333,410,1,3634.12,3634.12
334,1308,1,1288.96,1288.96
334,1303,1,4791.21,4791.21
335,2002,1,3598.42,3598.42
336,1006,1,2912.78,2912.78
337,1205,1,2930.25,2930.25
337,1201,1,2350.76,2350.76
337,1208,1,1352.46,1352.46
338,908,1,1076.95,1076.95
338,902,1,3127.27,3127.27
339,1005,1,1416.14,1416.14
339,1008,1,3228.1,3228.1
340,1508,1,4562.2,4562.2
341,1902,1,3262.94,3262.94
341,1905,1,1960.29,1960.29
342,1706,1,4957.18,4957.18
342,1709,1,3319.66,3319.66
343,208,1,4694.22,4694.22
343,201,1,4394.81,4394.81
343,206,1,2809.44,2809.44
344,906,1,2011.01,2011.01
345,406,1,4084.06,4084.06
345,404,1,1430.34,1430.34
346,2005,1,2228.54,2228.54
347,1110,1,3349.22,3349.22
348,401,1,3356.73,3356.73
348,408,1,3344.81,3344.81
349,1107,1,2977.86,2977.86
349,1108,1,4021.08,4021.08
349,1109,1,1206.21,1206.21
350,301,1,1008.07,1008.07
350,305,1,2879.27,2879.27
351,102,1,2803.33,2803.33
351,106,1,4259.31,4259.31
351,103,1,2740.58,2740.58
352,2010,1,4107.47,4107.47
352,2003,1,3408.93,3408.93
353,306,1,4809.36,4809.36
353,309,1,2296.15,2296.15
353,303,1,1518.77,1518.77
354,1005,1,1416.14,1416.14
354,1002,1,3587.52,3587.52
354,1001,1,1473.12,1473.12
355,102,1,2803.33,2803.33
355,107,1,1206.94,1206.94
356,602,1,2419.05,2419.05
357,1107,1,2977.86,2977.86
357,1101,1,3716.09,3716.09
357,1109,1,1206.21,1206.21
358,1607,1,2791.5,2791.5
358,1602,1,3226.88,3226.88
358,1604,1,1647.86,1647.86
359,402,1,4440.97,4440.97
359,406,1,4084.06,4084.06
360,309,1,2296.15,2296.15
361,1505,1,4545.86,4545.86
361,1504,1,4027.86,4027.86
362,1607,1,2791.5,2791.5
362,1605,1,2384.43,2384.43
362,1604,1,1647.86,1647.86
363,2009,1,3121.17,3121.17
363,2007,1,2641.9,2641.9
364,106,1,4259.31,4259.31
364,108,1,4860.8,4860.8
364,109,1,1454.3,1454.3
365,208,1,4694.22,4694.22
365,209,1,1354.11,1354.11
365,201,1,4394.81,4394.81
366,610,1,2711.29,2711.29
366,604,1,4326.67,4326.67
367,1205,1,2930.25,2930.25
368,404,1,1430.34,1430.34
369,1002,1,3587.52,3587.52
370,1908,1,3892.84,3892.84
370,1910,1,1459.75,1459.75
371,2002,1,3598.42,3598.42
371,2009,1,3121.17,3121.17
371,2006,1,2887.5,2887.5
372,107,1,1206.94,1206.94
372,109,1,1454.3,1454.3
373,1709,1,3319.66,3319.66
373,1710,1,3115.43,3115.43
373,1707,1,1956.42,1956.42
374,909,1,1364.03,1364.03
374,908,1,1076.95,1076.95
374,910,1,1234.63,1234.63
375,2008,1,4840.87,4840.87
375,2006,1,2887.5,2887.5
376,702,1,1963.01,1963.01
376,708,1,1070.28,1070.28
376,703,1,4240.62,4240.62
377,206,1,2809.44,2809.44
377,205,1,3650.06,3650.06
377,208,1,4694.22,4694.22
378,1704,1,1022.79,1022.79
378,1701,1,1416.67,1416.67
378,1706,1,4957.18,4957.18
379,408,1,3344.81,3344.81
380,1810,1,4556.66,4556.66
380,1806,1,3848.03,3848.03
381,809,1,3591.88,3591.88
381,808,1,4346.71,4346.71
382,1508,1,4562.2,4562.2
383,907,1,3063.05,3063.05
383,908,1,1076.95,1076.95
384,709,1,3979.05,3979.05
385,504,1,2958.12,2958.12
385,508,1,4453.14,4453.14
386,407,1,3410.16,3410.16
386,408,1,3344.81,3344.81
387,1607,1,2791.5,2791.5
387,1606,1,879.42,879.42
387,1605,1,2384.43,2384.43
388,1806,1,3848.03,3848.03
388,1804,1,2743.26,2743.26
388,1803,1,3326.89,3326.89
389,1507,1,3248.33,3248.33
389,1505,1,4545.86,4545.86
389,1504,1,4027.86,4027.86
390,1206,1,4984.67,4984.67
390,1205,1,2930.25,2930.25
391,1604,1,1647.86,1647.86
391,1610,1,1868.93,1868.93
391,1607,1,2791.5,2791.5
392,1904,1,3971.86,3971.86
392,1902,1,3262.94,3262.94
393,1904,1,3971.86,3971.86
393,1906,1,4589.11,4589.11
394,409,1,2480.97,2480.97
394,404,1,1430.34,1430.34
395,106,1,4259.31,4259.31
395,102,1,2803.33,2803.33
396,2002,1,3598.42,3598.42
397,907,1,3063.05,3063.05
397,908,1,1076.95,1076.95
398,708,1,1070.28,1070.28
398,701,1,3524.28,3524.28
398,703,1,4240.62,4240.62
399,2005,1,2228.54,2228.54
400,508,1,4453.14,4453.14
400,507,1,4238.21,4238.21
400,510,1,3746.72,3746.72
401,1309,1,4001.42,4001.42
402,504,1,2958.12,2958.12
402,507,1,4238.21,4238.21
403,301,1,1008.07,1008.07
404,506,1,1320.62,1320.62
405,1708,1,1364.71,1364.71
406,1305,1,3970.1,3970.1
406,1303,1,4791.21,4791.21
406,1301,1,3993.25,3993.25
407,203,1,3572.78,3572.78
407,204,1,2910.38,2910.38
407,206,1,2809.44,2809.44
408,807,1,3018.18,3018.18
408,808,1,4346.71,4346.71
409,1410,1,2548.95,2548.95
409,1403,1,4215.06,4215.06
409,1405,1,3091.63,3091.63
410,701,1,3524.28,3524.28
411,1610,1,1868.93,1868.93
412,1701,1,1416.67,1416.67
413,1706,1,4957.18,4957.18
414,1506,1,1130.52,1130.52
414,1501,1,3835.32,3835.32
415,708,1,1070.28,1070.28
415,709,1,3979.05,3979.05
415,704,1,4554.36,4554.36
416,1409,1,2324.63,2324.63
416,1401,1,3425.8,3425.8
417,806,1,953.08,953.08
417,810,1,1639.62,1639.62
417,802,1,3532.64,3532.64
418,1808,1,4007.55,4007.55
419,710,1,3321.37,3321.37
419,701,1,3524.28,3524.28
420,1607,1,2791.5,2791.5
420,1610,1,1868.93,1868.93
421,502,1,5078.85,5078.85
422,108,1,4860.8,4860.8
422,106,1,4259.31,4259.31
423,1205,1,2930.25,2930.25
424,601,1,3024.91,3024.91
424,608,1,3110.68,3110.68
424,604,1,4326.67,4326.67
425,610,1,2711.29,2711.29
425,602,1,2419.05,2419.05
426,1305,1,3970.1,3970.1
426,1310,1,3335.35,3335.35
427,406,1,4084.06,4084.06
428,1404,1,4216.62,4216.62
428,1409,1,2324.63,2324.63
429,203,1,3572.78,3572.78
429,208,1,4694.22,4694.22
430,1107,1,2977.86,2977.86
430,1106,1,3418.45,3418.45
430,1110,1,3349.22,3349.22
431,1010,1,1035.63,1035.63
431,1002,1,3587.52,3587.52
431,1005,1,1416.14,1416.14
432,305,1,2879.27,2879.27
432,306,1,4809.36,4809.36
433,1207,1,3902.84,3902.84
434,310,1,3120.17,3120.17
435,309,1,2296.15,2296.15
436,1906,1,4589.11,4589.11
436,1903,1,2242.54,2242.54
436,1905,1,1960.29,1960.29
437,1610,1,1868.93,1868.93
438,1403,1,4215.06,4215.06
438,1408,1,3726.67,3726.67
438,1401,1,3425.8,3425.8
439,1810,1,4556.66,4556.66
439,1809,1,3170.41,3170.41
439,1808,1,4007.55,4007.55
440,509,1,1930.11,1930.11
441,1102,1,1364.77,1364.77
442,1601,1,4454.8,4454.8
442,1604,1,1647.86,1647.86
443,1708,1,1364.71,1364.71
